"OMSCHRIJVING","STATUS","DISCIPLINE","Hoofdgroep","Object","SubObject01","SubObject02","SubObject03","SubObject04","SubObject05","Bewerking","Element","Arcering","Symbool","Laagnaam","BLineweight","BColor","BColorA","BColorGD","BColorGN","BColorV","B_Linetype","NLineweight","NColor","NColorA","NColorGD","NColorGN","NColorV","N_Linetype","VLineweight","VColor","VColorA","VColorGD","VColorGN","VColorV","V_Linetype","TLineweight","TColor","TColorA","TColorGD","TColorGN","TColorV","T_Linetype","VRKL_KORT","VRKL_LANG","ID","KIND_VAN"
"LEVENSDUURVERLENGENDE MAATREGEL","*","**","VH","LEVENSDUURVERLENGENDE MAATREGEL","","","","","","","G","","","*-**-VH-LEVENSDUURVERLENGENDE MAATREGEL-G","0.18","170","172","170","170","253","CONTINUOUS","0.35","170","172","170","170","253","CONTINUOUS","0.35","170","172","170","170","253","V-CONTINUOUS-SO","0.35","170","172","170","170","253","CONTINUOUS","","","2536",""
"OPENVERHARDING","*","**","VH","OPENVERHARDING","","","","","","","G","","","*-**-VH-OPENVERHARDING-G","0.18","90","92","90","90","173,173,173","CONTINUOUS","0.35","90","92","90","90","254","CONTINUOUS","0.25","90","92","90","90","254","ZZ-HIDDEN-SO","0.25","90","92","90","90","254","CONTINUOUS","","","2519",""
"KANTVERHARDING","*","**","VH","KANTVERHARDING","","","","","","","G","","","*-**-VH-KANTVERHARDING-G","0.18","60","62","60","60","253","CONTINUOUS","0.35","210","210","210","210","253","CONTINUOUS","0.25","60","62","60","60","253","ZZ-HIDDEN-SO","0.25","60","62","60","60","253","CONTINUOUS","","","2456",""
"HERSTRATEN","*","**","VH","HERSTRATEN","","","","","","","G/A","AVH:AVH-HERSTRATEN","","*-**-VH-HERSTRATEN-G/A","0.18","7","252","7","7","254","CONTINUOUS","0.35","7","252","7","7","254","CONTINUOUS","0.25","7","252","7","7","254","V-CONTINUOUS-SO","0.25","7","252","7","7","254","CONTINUOUS","","","4091",""
"SPECIAAL","*","**","VH","SPECIAAL","","","","","","","G/S/A","AVH:AVH-SPECIAAL","SVH:SVH-SPECIAAL","*-**-VH-SPECIAAL-G/S/A","0.18","150","152","150","150","254","CONTINUOUS","0.35","150","152","150","150","254","CONTINUOUS","0.25","150","152","150","150","254","ZZ-HIDDEN-SO","0.25","150","152","150","150","254","CONTINUOUS","","","2525",""
"ROOSTER","*","**","VH","ROOSTER","","","","","","","G/S/A","AVH:AVH-ROOSTER","SVH:SVH-ROOSTER","*-**-VH-ROOSTER-G/S/A","0.18","150","152","150","150","254","CONTINUOUS","0.35","150","152","150","150","254","CONTINUOUS","0.25","150","152","150","150","254","ZZ-HIDDEN-SO","0.25","150","152","150","150","254","CONTINUOUS","","","2523",""
"MATERIAALGRENS","*","**","VH","MATERIAALGRENS","","","","","","","G","","","*-**-VH-MATERIAALGRENS-G","0.18","7","7","7","7","253","ZZ-HIDDEN-SO","0.35","7","7","7","7","253","ZZ-HIDDEN-SO","0.25","7","7","7","7","253","V-CONTINUOUS-SO","0.25","7","7","7","7","253","CONTINUOUS","","","2462",""
"VERKANTING","*","**","VH","VERKANTING","","","","","","","G","","","*-**-VH-VERKANTING-G","0.18","7","7","7","7","253","CONTINUOUS","0.35","7","7","7","7","253","CONTINUOUS","0.35","7","7","7","7","253","V-CONTINUOUS-SO","0.35","7","7","7","7","253","CONTINUOUS","","","2537",""
"REPARATIES","*","**","VH","REPARATIES","","","","","","","G","","","*-**-VH-REPARATIES-G","0.18","170","172","170","170","253","CONTINUOUS","0.35","170","172","170","170","253","CONTINUOUS","0.35","170","172","170","170","253","V-CONTINUOUS-SO","0.35","170","172","170","170","253","CONTINUOUS","","","2535",""
"ONVERHARD_ZAND","*","**","VH","ONVERHARD","ZAND","","","","","","G","","","*-**-VH-ONVERHARD_ZAND-G","0.18","210","210","210","210","255,255,153","CONTINUOUS","0.35","210","210","210","210","254","CONTINUOUS","0.35","210","210","210","210","254","V-CONTINUOUS-SO","0.35","210","210","210","210","254","CONTINUOUS","","","3510","2936"
"ONVERHARD_BOOMSCHORS","*","**","VH","ONVERHARD","BOOMSCHORS","","","","","","G","","","*-**-VH-ONVERHARD_BOOMSCHORS-G","0.18","210","210","210","210","243,245,246","CONTINUOUS","0.35","210","210","210","210","254","CONTINUOUS","0.25","210","210","210","210","254","V-CONTINUOUS-SO","0.25","210","210","210","210","254","CONTINUOUS","","","3509","2936"
"ONVERHARD_KLEI","*","**","VH","ONVERHARD","KLEI","","","","","","G","","","*-**-VH-ONVERHARD_KLEI-G","0.18","210","212","210","210","254","CONTINUOUS","0.35","210","212","210","210","254","CONTINUOUS","0.35","210","212","210","210","254","V-CONTINUOUS-SO","0.35","210","212","210","210","254","CONTINUOUS","","","2938","2936"
"ONVERHARD_HOUTSNIPPERS","*","**","VH","ONVERHARD","HOUTSNIPPERS","","","","","","G/S/A","AVH:AVH-HOUTSNIPPERS","SVH:SVH-HOUTSNIPPERS","*-**-VH-ONVERHARD_HOUTSNIPPERS-G/S/A","0.18","210","212","210","210","254","CONTINUOUS","0.35","210","212","210","210","254","CONTINUOUS","0.25","210","212","210","210","254","ZZ-HIDDEN-SO","0.25","210","212","210","210","254","CONTINUOUS","","","2514","2936"
"FUNDERING_GRANULAAT","*","**","VH","FUNDERING","GRANULAAT","","","","","","G","","","*-**-VH-FUNDERING_GRANULAAT-G","0.18","7","252","7","7","254","CONTINUOUS","0.35","7","252","7","7","254","CONTINUOUS","0.25","7","252","7","7","254","V-CONTINUOUS-SO","0.25","7","252","7","7","254","CONTINUOUS","","","2495","2492"
"FUNDERING_SLAKKEN","*","**","VH","FUNDERING","SLAKKEN","","","","","","G","","","*-**-VH-FUNDERING_SLAKKEN-G","0.18","7","252","7","7","254","CONTINUOUS","0.35","7","252","7","7","254","CONTINUOUS","0.25","7","252","7","7","254","V-CONTINUOUS-SO","0.25","7","252","7","7","254","CONTINUOUS","","","2500","2492"
"FUNDERING_ZAND","*","**","VH","FUNDERING","ZAND","","","","","","G","","","*-**-VH-FUNDERING_ZAND-G","0.18","7","252","7","7","254","CONTINUOUS","0.35","7","252","7","7","254","CONTINUOUS","0.25","7","252","7","7","254","V-CONTINUOUS-SO","0.25","7","252","7","7","254","CONTINUOUS","","","2503","2492"
"FUNDERING_SCHUIMBETON","*","**","VH","FUNDERING","SCHUIMBETON","","","","","","G","","","*-**-VH-FUNDERING_SCHUIMBETON-G","0.18","7","252","7","7","254","CONTINUOUS","0.35","7","252","7","7","254","CONTINUOUS","0.25","7","252","7","7","254","V-CONTINUOUS-SO","0.25","7","252","7","7","254","CONTINUOUS","","","2499","2492"
"FUNDERING_BIMS","*","**","VH","FUNDERING","BIMS","","","","","","G","","","*-**-VH-FUNDERING_BIMS-G","0.18","7","252","7","7","254","CONTINUOUS","0.35","7","252","7","7","254","CONTINUOUS","0.25","7","252","7","7","254","V-CONTINUOUS-SO","0.25","7","252","7","7","254","CONTINUOUS","","","2493","2492"
"FUNDERING_EPS","*","**","VH","FUNDERING","EPS","","","","","","G","","","*-**-VH-FUNDERING_EPS-G","0.18","7","252","7","7","254","CONTINUOUS","0.35","7","252","7","7","254","CONTINUOUS","0.25","7","252","7","7","254","V-CONTINUOUS-SO","0.25","7","252","7","7","254","CONTINUOUS","","","2494","2492"
"FUNDERING_ZANDCEMENTSTABILISATIE","*","**","VH","FUNDERING","ZANDCEMENTSTABILISATIE","","","","","","G","","","*-**-VH-FUNDERING_ZANDCEMENTSTABILISATIE-G","0.18","7","252","7","7","254","CONTINUOUS","0.35","7","252","7","7","254","CONTINUOUS","0.25","7","252","7","7","254","V-CONTINUOUS-SO","0.25","7","252","7","7","254","CONTINUOUS","","","2504","2492"
"KANTOPSLUITING_GELEIDEBAND","*","**","VH","KANTOPSLUITING","GELEIDEBAND","","","","","","G/S","","SVH:SVH-KANTOPSLUITING_GELEIDEBAND_70_200X150","*-**-VH-KANTOPSLUITING_GELEIDEBAND-G/S","0.18","20","22","20","20","253","VH-GELEIDEBAND-SO","0.35","20","22","20","20","253","VH-GELEIDEBAND-SO","0.25","20","22","20","20","253","V-VH-GELEIDEBAND-SO","0.25","20","22","20","20","253","VH-GELEIDEBAND-SO","","","2386","2360"
"KANTOPSLUITING_GELEIDEBAND","*","**","VH","KANTOPSLUITING","GELEIDEBAND","","","","","","G/S","","SVH:SVH-KANTOPSLUITING_GELEIDEBAND_ZOABBAND_50_200X200","*-**-VH-KANTOPSLUITING_GELEIDEBAND-G/S","0.18","20","22","20","20","253","VH-GELEIDEBAND-SO","0.35","20","22","20","20","253","VH-GELEIDEBAND-SO","0.25","20","22","20","20","253","V-VH-GELEIDEBAND-SO","0.25","20","22","20","20","253","VH-GELEIDEBAND-SO","","","2386","2360"
"KANTOPSLUITING_GELEIDEBAND","*","**","VH","KANTOPSLUITING","GELEIDEBAND","","","","","","G/S","","SVH:SVH-KANTOPSLUITING_GELEIDEBAND_50_200X150","*-**-VH-KANTOPSLUITING_GELEIDEBAND-G/S","0.18","20","22","20","20","253","VH-GELEIDEBAND-SO","0.35","20","22","20","20","253","VH-GELEIDEBAND-SO","0.25","20","22","20","20","253","V-VH-GELEIDEBAND-SO","0.25","20","22","20","20","253","VH-GELEIDEBAND-SO","","","2386","2360"
"KANTOPSLUITING_GELEIDEBAND","*","**","VH","KANTOPSLUITING","GELEIDEBAND","","","","","","G/S","","SVH:SVH-KANTOPSLUITING_GELEIDEBAND_250X240","*-**-VH-KANTOPSLUITING_GELEIDEBAND-G/S","0.18","20","22","20","20","253","VH-GELEIDEBAND-SO","0.35","20","22","20","20","253","VH-GELEIDEBAND-SO","0.25","20","22","20","20","253","V-VH-GELEIDEBAND-SO","0.25","20","22","20","20","253","VH-GELEIDEBAND-SO","","","2386","2360"
"KANTOPSLUITING_GELEIDEBAND","*","**","VH","KANTOPSLUITING","GELEIDEBAND","","","","","","G/S","","SVH:SVH-KANTOPSLUITING_GELEIDEBAND_250X200","*-**-VH-KANTOPSLUITING_GELEIDEBAND-G/S","0.18","20","22","20","20","253","VH-GELEIDEBAND-SO","0.35","20","22","20","20","253","VH-GELEIDEBAND-SO","0.25","20","22","20","20","253","V-VH-GELEIDEBAND-SO","0.25","20","22","20","20","253","VH-GELEIDEBAND-SO","","","2386","2360"
"KANTOPSLUITING_GELEIDEBAND","*","**","VH","KANTOPSLUITING","GELEIDEBAND","","","","","","G/S","","SVH:SVH-KANTOPSLUITING_GELEIDEBAND_60_180 200X250","*-**-VH-KANTOPSLUITING_GELEIDEBAND-G/S","0.18","20","22","20","20","253","VH-GELEIDEBAND-SO","0.35","20","22","20","20","253","VH-GELEIDEBAND-SO","0.25","20","22","20","20","253","V-VH-GELEIDEBAND-SO","0.25","20","22","20","20","253","VH-GELEIDEBAND-SO","","","2386","2360"
"KANTOPSLUITING_GELEIDEBAND","*","**","VH","KANTOPSLUITING","GELEIDEBAND","","","","","","G/S","","SVH:SVH-KANTOPSLUITING_GELEIDEBAND_60_120X100","*-**-VH-KANTOPSLUITING_GELEIDEBAND-G/S","0.18","20","22","20","20","253","VH-GELEIDEBAND-SO","0.35","20","22","20","20","253","VH-GELEIDEBAND-SO","0.25","20","22","20","20","253","V-VH-GELEIDEBAND-SO","0.25","20","22","20","20","253","VH-GELEIDEBAND-SO","","","2386","2360"
"KANTOPSLUITING_GELEIDEBAND","*","**","VH","KANTOPSLUITING","GELEIDEBAND","","","","","","G/S","","SVH:SVH-KANTOPSLUITING_GELEIDEBAND_STADSBAND_180_330X400","*-**-VH-KANTOPSLUITING_GELEIDEBAND-G/S","0.18","20","22","20","20","253","VH-GELEIDEBAND-SO","0.35","20","22","20","20","253","VH-GELEIDEBAND-SO","0.25","20","22","20","20","253","V-VH-GELEIDEBAND-SO","0.25","20","22","20","20","253","VH-GELEIDEBAND-SO","","","2386","2360"
"KANTOPSLUITING_GELEIDEBAND","*","**","VH","KANTOPSLUITING","GELEIDEBAND","","","","","","G/S","","SVH:SVH-KANTOPSLUITING_GELEIDEBAND_70_200X200","*-**-VH-KANTOPSLUITING_GELEIDEBAND-G/S","0.18","20","22","20","20","253","VH-GELEIDEBAND-SO","0.35","20","22","20","20","253","VH-GELEIDEBAND-SO","0.25","20","22","20","20","253","V-VH-GELEIDEBAND-SO","0.25","20","22","20","20","253","VH-GELEIDEBAND-SO","","","2386","2360"
"KANTOPSLUITING_GELEIDEBAND","*","**","VH","KANTOPSLUITING","GELEIDEBAND","","","","","","G/S","","SVH:SVH-KANTOPSLUITING_GELEIDEBAND_70_150X250","*-**-VH-KANTOPSLUITING_GELEIDEBAND-G/S","0.18","20","22","20","20","253","VH-GELEIDEBAND-SO","0.35","20","22","20","20","253","VH-GELEIDEBAND-SO","0.25","20","22","20","20","253","V-VH-GELEIDEBAND-SO","0.25","20","22","20","20","253","VH-GELEIDEBAND-SO","","","2386","2360"
"KANTOPSLUITING_GELEIDEBAND","*","**","VH","KANTOPSLUITING","GELEIDEBAND","","","","","","G/S","","SVH:SVH-KANTOPSLUITING_GELEIDEBAND_40_120X250","*-**-VH-KANTOPSLUITING_GELEIDEBAND-G/S","0.18","20","22","20","20","253","VH-GELEIDEBAND-SO","0.35","20","22","20","20","253","VH-GELEIDEBAND-SO","0.25","20","22","20","20","253","V-VH-GELEIDEBAND-SO","0.25","20","22","20","20","253","VH-GELEIDEBAND-SO","","","2386","2360"
"KANTOPSLUITING_GELEIDEBAND","*","**","VH","KANTOPSLUITING","GELEIDEBAND","","","","","","G/S","","SVH:SVH-KANTOPSLUITING_GELEIDEBAND_100_200X270","*-**-VH-KANTOPSLUITING_GELEIDEBAND-G/S","0.18","20","22","20","20","253","VH-GELEIDEBAND-SO","0.35","20","22","20","20","253","VH-GELEIDEBAND-SO","0.25","20","22","20","20","253","V-VH-GELEIDEBAND-SO","0.25","20","22","20","20","253","VH-GELEIDEBAND-SO","","","2386","2360"
"KANTOPSLUITING_GELEIDEBAND","*","**","VH","KANTOPSLUITING","GELEIDEBAND","","","","","","G/S","","SVH:SVH-KANTOPSLUITING_GELEIDEBAND_100_250X170","*-**-VH-KANTOPSLUITING_GELEIDEBAND-G/S","0.18","20","22","20","20","253","VH-GELEIDEBAND-SO","0.35","20","22","20","20","253","VH-GELEIDEBAND-SO","0.25","20","22","20","20","253","V-VH-GELEIDEBAND-SO","0.25","20","22","20","20","253","VH-GELEIDEBAND-SO","","","2386","2360"
"KANTOPSLUITING_GELEIDEBAND","*","**","VH","KANTOPSLUITING","GELEIDEBAND","","","","","","G/S","","SVH:SVH-KANTOPSLUITING_GELEIDEBAND_60_120X200","*-**-VH-KANTOPSLUITING_GELEIDEBAND-G/S","0.18","20","22","20","20","253","VH-GELEIDEBAND-SO","0.35","20","22","20","20","253","VH-GELEIDEBAND-SO","0.25","20","22","20","20","253","V-VH-GELEIDEBAND-SO","0.25","20","22","20","20","253","VH-GELEIDEBAND-SO","","","2386","2360"
"KANTOPSLUITING_GELEIDEBAND","*","**","VH","KANTOPSLUITING","GELEIDEBAND","","","","","","G/S","","SVH:SVH-KANTOPSLUITING_GELEIDEBAND_3740","*-**-VH-KANTOPSLUITING_GELEIDEBAND-G/S","0.18","20","22","20","20","253","VH-GELEIDEBAND-SO","0.35","20","22","20","20","253","VH-GELEIDEBAND-SO","0.25","20","22","20","20","253","V-VH-GELEIDEBAND-SO","0.25","20","22","20","20","253","VH-GELEIDEBAND-SO","","","2386","2360"
"KANTOPSLUITING_GELEIDEBAND","*","**","VH","KANTOPSLUITING","GELEIDEBAND","","","","","","G/S","","SVH:SVH-KANTOPSLUITING_GELEIDEBAND_60_130 150X250","*-**-VH-KANTOPSLUITING_GELEIDEBAND-G/S","0.18","20","22","20","20","253","VH-GELEIDEBAND-SO","0.35","20","22","20","20","253","VH-GELEIDEBAND-SO","0.25","20","22","20","20","253","V-VH-GELEIDEBAND-SO","0.25","20","22","20","20","253","VH-GELEIDEBAND-SO","","","2386","2360"
"KANTOPSLUITING_GELEIDEBAND","*","**","VH","KANTOPSLUITING","GELEIDEBAND","","","","","","G/S","","SVH:SVH-KANTOPSLUITING_GELEIDEBAND_30_80X200","*-**-VH-KANTOPSLUITING_GELEIDEBAND-G/S","0.18","20","22","20","20","253","VH-GELEIDEBAND-SO","0.35","20","22","20","20","253","VH-GELEIDEBAND-SO","0.25","20","22","20","20","253","V-VH-GELEIDEBAND-SO","0.25","20","22","20","20","253","VH-GELEIDEBAND-SO","","","2386","2360"
"KANTOPSLUITING_GELEIDEBAND","*","**","VH","KANTOPSLUITING","GELEIDEBAND","","","","","","G/S","","SVH:SVH-KANTOPSLUITING_GELEIDEBAND_190_200X160","*-**-VH-KANTOPSLUITING_GELEIDEBAND-G/S","0.18","20","22","20","20","253","VH-GELEIDEBAND-SO","0.35","20","22","20","20","253","VH-GELEIDEBAND-SO","0.25","20","22","20","20","253","V-VH-GELEIDEBAND-SO","0.25","20","22","20","20","253","VH-GELEIDEBAND-SO","","","2386","2360"
"KANTOPSLUITING_GELEIDEBAND","*","**","VH","KANTOPSLUITING","GELEIDEBAND","","","","","","G/S","","SVH:SVH-KANTOPSLUITING_GELEIDEBAND_50_200X200","*-**-VH-KANTOPSLUITING_GELEIDEBAND-G/S","0.18","20","22","20","20","253","VH-GELEIDEBAND-SO","0.35","20","22","20","20","253","VH-GELEIDEBAND-SO","0.25","20","22","20","20","253","V-VH-GELEIDEBAND-SO","0.25","20","22","20","20","253","VH-GELEIDEBAND-SO","","","2386","2360"
"KANTOPSLUITING_GELEIDEBAND","*","**","VH","KANTOPSLUITING","GELEIDEBAND","","","","","","G/S","","SVH:SVH-KANTOPSLUITING_GELEIDEBAND_100_300X200","*-**-VH-KANTOPSLUITING_GELEIDEBAND-G/S","0.18","20","22","20","20","253","VH-GELEIDEBAND-SO","0.35","20","22","20","20","253","VH-GELEIDEBAND-SO","0.25","20","22","20","20","253","V-VH-GELEIDEBAND-SO","0.25","20","22","20","20","253","VH-GELEIDEBAND-SO","","","2386","2360"
"KANTOPSLUITING_GELEIDEBAND","*","**","VH","KANTOPSLUITING","GELEIDEBAND","","","","","","G/S","","SVH:SVH-KANTOPSLUITING_GELEIDEBAND_190_200X220","*-**-VH-KANTOPSLUITING_GELEIDEBAND-G/S","0.18","20","22","20","20","253","VH-GELEIDEBAND-SO","0.35","20","22","20","20","253","VH-GELEIDEBAND-SO","0.25","20","22","20","20","253","V-VH-GELEIDEBAND-SO","0.25","20","22","20","20","253","VH-GELEIDEBAND-SO","","","2386","2360"
"KANTOPSLUITING_GAZONBAND","*","**","VH","KANTOPSLUITING","GAZONBAND","","","","","","G/S","","SVH:SVH-KANTOPSLUITING_GAZONBAND_100X200","*-**-VH-KANTOPSLUITING_GAZONBAND-G/S","0.18","90","92","90","90","253","VH-GAZONBAND-SO","0.35","90","92","90","90","253","VH-GAZONBAND-SO","0.25","90","92","90","90","253","V-VH-GAZONBAND-SO","0.25","90","92","90","90","253","VH-GAZONBAND-SO","","","2377","2360"
"KANTOPSLUITING_GAZONBAND","*","**","VH","KANTOPSLUITING","GAZONBAND","","","","","","G/S","","SVH:SVH-KANTOPSLUITING_GAZONBAND_120X250","*-**-VH-KANTOPSLUITING_GAZONBAND-G/S","0.18","90","92","90","90","253","VH-GAZONBAND-SO","0.35","90","92","90","90","253","VH-GAZONBAND-SO","0.25","90","92","90","90","253","V-VH-GAZONBAND-SO","0.25","90","92","90","90","253","VH-GAZONBAND-SO","","","2377","2360"
"KANTOPSLUITING_GAZONBAND","*","**","VH","KANTOPSLUITING","GAZONBAND","","","","","","G/S","","SVH:SVH-KANTOPSLUITING_GAZONBAND_80X200","*-**-VH-KANTOPSLUITING_GAZONBAND-G/S","0.18","90","92","90","90","253","VH-GAZONBAND-SO","0.35","90","92","90","90","253","VH-GAZONBAND-SO","0.25","90","92","90","90","253","V-VH-GAZONBAND-SO","0.25","90","92","90","90","253","VH-GAZONBAND-SO","","","2377","2360"
"KANTOPSLUITING_GAZONBAND","*","**","VH","KANTOPSLUITING","GAZONBAND","","","","","","G/S","","SVH:SVH-KANTOPSLUITING_GAZONBAND_100X150","*-**-VH-KANTOPSLUITING_GAZONBAND-G/S","0.18","90","92","90","90","253","VH-GAZONBAND-SO","0.35","90","92","90","90","253","VH-GAZONBAND-SO","0.25","90","92","90","90","253","V-VH-GAZONBAND-SO","0.25","90","92","90","90","253","VH-GAZONBAND-SO","","","2377","2360"
"KANTOPSLUITING_GAZONBAND","*","**","VH","KANTOPSLUITING","GAZONBAND","","","","","","G/S","","SVH:SVH-KANTOPSLUITING_GAZONBAND_200X200","*-**-VH-KANTOPSLUITING_GAZONBAND-G/S","0.18","90","92","90","90","253","VH-GAZONBAND-SO","0.35","90","92","90","90","253","VH-GAZONBAND-SO","0.25","90","92","90","90","253","V-VH-GAZONBAND-SO","0.25","90","92","90","90","253","VH-GAZONBAND-SO","","","2377","2360"
"KANTOPSLUITING_GAZONBAND","*","**","VH","KANTOPSLUITING","GAZONBAND","","","","","","G/S","","SVH:SVH-KANTOPSLUITING_GAZONBAND_120X200","*-**-VH-KANTOPSLUITING_GAZONBAND-G/S","0.18","90","92","90","90","253","VH-GAZONBAND-SO","0.35","90","92","90","90","253","VH-GAZONBAND-SO","0.25","90","92","90","90","253","V-VH-GAZONBAND-SO","0.25","90","92","90","90","253","VH-GAZONBAND-SO","","","2377","2360"
"KANTOPSLUITING_GAZONBAND","*","**","VH","KANTOPSLUITING","GAZONBAND","","","","","","G/S","","SVH:SVH-KANTOPSLUITING_GAZONBAND_150X400","*-**-VH-KANTOPSLUITING_GAZONBAND-G/S","0.18","90","92","90","90","253","VH-GAZONBAND-SO","0.35","90","92","90","90","253","VH-GAZONBAND-SO","0.25","90","92","90","90","253","V-VH-GAZONBAND-SO","0.25","90","92","90","90","253","VH-GAZONBAND-SO","","","2377","2360"
"KANTOPSLUITING_GAZONBAND","*","**","VH","KANTOPSLUITING","GAZONBAND","","","","","","G/S","","SVH:SVH-KANTOPSLUITING_GAZONBAND_200X150","*-**-VH-KANTOPSLUITING_GAZONBAND-G/S","0.18","90","92","90","90","253","VH-GAZONBAND-SO","0.35","90","92","90","90","253","VH-GAZONBAND-SO","0.25","90","92","90","90","253","V-VH-GAZONBAND-SO","0.25","90","92","90","90","253","VH-GAZONBAND-SO","","","2377","2360"
"KANTOPSLUITING_GAZONBAND","*","**","VH","KANTOPSLUITING","GAZONBAND","","","","","","G/S","","SVH:SVH-KANTOPSLUITING_GAZONBAND_60X200","*-**-VH-KANTOPSLUITING_GAZONBAND-G/S","0.18","90","92","90","90","253","VH-GAZONBAND-SO","0.35","90","92","90","90","253","VH-GAZONBAND-SO","0.25","90","92","90","90","253","V-VH-GAZONBAND-SO","0.25","90","92","90","90","253","VH-GAZONBAND-SO","","","2377","2360"
"KANTOPSLUITING_GAZONBAND","*","**","VH","KANTOPSLUITING","GAZONBAND","","","","","","G/S","","SVH:SVH-KANTOPSLUITING_GAZONBAND_50 150X70X500","*-**-VH-KANTOPSLUITING_GAZONBAND-G/S","0.18","90","92","90","90","253","VH-GAZONBAND-SO","0.35","90","92","90","90","253","VH-GAZONBAND-SO","0.25","90","92","90","90","253","V-VH-GAZONBAND-SO","0.25","90","92","90","90","253","VH-GAZONBAND-SO","","","2377","2360"
"KANTOPSLUITING_GAZONBAND","*","**","VH","KANTOPSLUITING","GAZONBAND","","","","","","G/S","","SVH:SVH-KANTOPSLUITING_GAZONBAND_100X300","*-**-VH-KANTOPSLUITING_GAZONBAND-G/S","0.18","90","92","90","90","253","VH-GAZONBAND-SO","0.35","90","92","90","90","253","VH-GAZONBAND-SO","0.25","90","92","90","90","253","V-VH-GAZONBAND-SO","0.25","90","92","90","90","253","VH-GAZONBAND-SO","","","2377","2360"
"KANTOPSLUITING_ROTONDEBLOK","*","**","VH","KANTOPSLUITING","ROTONDEBLOK","","","","","","G/S","","SVH:SVH-KANTOPSLUITING_ROTONDE","*-**-VH-KANTOPSLUITING_ROTONDEBLOK-G/S","0.18","210","212","210","210","253","CONTINUOUS","0.35","210","212","210","210","253","CONTINUOUS","0.25","210","212","210","210","253","V-CONTINUOUS-SO","0.25","210","212","210","210","253","CONTINUOUS","","","2420","2360"
"KANTOPSLUITING_OPSLUITBAND","*","**","VH","KANTOPSLUITING","OPSLUITBAND","","","","","","G/S","","SVH:SVH-KANTOPSLUITING_OPSLUITBAND_70 200","*-**-VH-KANTOPSLUITING_OPSLUITBAND-G/S","0.18","150","152","150","150","253","VH-OPSLUITBAND-SO","0.35","150","152","150","150","253","VH-OPSLUITBAND-SO","0.25","150","152","150","150","253","V-VH-OPSLUITBAND-SO","0.25","150","152","150","150","253","VH-OPSLUITBAND-SO","","","2397","2360"
